train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.7601453664445791,0.4336206896551724,0.7884012539184952,0.5595105672969967,0.7481840193704601,0.4146341463414634,0.7484276729559748,0.5336322869955157
